run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,medicinal_herb_use_count,potion_use_count,dawn_chalice_use_count,medicinal_herb_remain_after,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,floor1_town_uses_cumulative,last_battle_enemy_count,notes
27,12371,1,Normal,35,4,4,4,0,27,27,0,0,80,0,1,1,3,9,1,15,3,3,0,0,112,0,19,0,1,1,5,1,floor1_town
27,12371,2,Normal,38,2,2,2,0,27,36,0,3,40,0,1,2,1,3,3,16,0,0,0,0,56,0,9,0,1,1,5,1,+1 levelup
27,12371,3,Normal,31,4,4,4,0,36,24,3,3,80,0,2,2,14,0,0,2,0,0,0,0,200,12,33,0,1,1,5,2,
27,12371,4,Normal,28,3,3,1,2,24,6,3,3,0,0,2,2,2,0,0,0,0,0,0,0,50,18,6,0,1,1,5,2,flee×2
27,12371,5,Normal,3,1,1,0,0,6,0,3,3,0,0,2,2,1,0,0,0,0,0,0,0,19,36,2,1,0,0,5,2,party wiped
28,12372,1,Normal,27,3,3,3,0,27,27,0,0,60,0,1,1,2,9,3,15,3,3,0,0,84,0,19,0,1,1,4,1,floor1_town
28,12372,2,Normal,40,4,4,4,0,27,35,0,2,80,0,1,2,5,3,3,10,0,0,0,0,112,0,20,0,1,1,4,1,+1 levelup
28,12372,3,Normal,39,0,0,0,0,35,35,2,2,0,0,2,2,0,0,0,12,0,0,0,0,0,0,0,0,1,1,4,0,
28,12372,4,Normal,31,3,3,3,0,35,17,2,2,60,0,2,2,7,0,0,6,0,0,0,0,128,18,17,0,1,1,4,2,
28,12372,5,Normal,38,5,5,5,0,17,27,2,2,40,0,2,2,6,0,0,0,0,0,0,0,188,-10,26,0,1,1,4,2,
28,12372,6,Normal,25,1,1,0,0,27,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,17,27,5,1,0,0,4,1,party wiped
29,12373,1,Normal,36,2,2,2,0,27,27,0,0,40,0,1,1,3,6,1,15,3,3,0,0,56,0,14,0,1,1,3,1,floor1_town
29,12373,2,Normal,30,3,3,3,0,27,34,0,3,60,0,1,2,7,3,3,9,0,0,0,0,84,0,20,0,1,1,3,1,+1 levelup
29,12373,3,Normal,33,3,3,3,0,34,34,3,3,40,0,2,2,5,0,0,6,0,0,0,0,100,0,18,0,1,1,3,1,
29,12373,4,Normal,23,4,4,3,0,34,0,3,3,80,0,2,2,8,0,0,0,0,0,0,0,146,34,23,1,0,0,3,1,party wiped
30,12374,1,Normal,28,3,3,3,0,27,27,0,0,60,0,1,1,5,8,3,15,3,3,0,0,84,12,24,0,1,1,4,1,floor1_town
30,12374,2,Normal,26,2,2,2,0,27,35,0,3,40,0,1,2,4,2,0,13,1,3,0,0,56,0,10,0,1,1,4,1,+1 levelup
30,12374,3,Normal,28,2,2,2,0,35,35,3,3,20,0,2,2,1,1,3,13,0,0,0,0,50,0,12,0,1,1,4,1,
30,12374,4,Normal,7,1,1,0,0,35,0,3,3,0,0,2,2,0,0,0,13,0,0,0,0,17,35,2,1,0,0,4,2,party wiped
31,12375,1,Normal,36,3,3,3,0,27,27,0,0,60,0,1,1,6,6,1,15,3,3,0,0,84,0,18,0,1,1,4,1,floor1_town
31,12375,2,Normal,36,4,4,4,0,27,34,0,2,80,0,1,2,2,3,3,15,0,0,0,0,112,0,20,0,1,1,4,1,+1 levelup
31,12375,3,Normal,34,5,5,5,0,34,27,2,2,40,0,2,2,7,0,0,10,0,0,0,0,188,7,25,0,1,1,4,2,
31,12375,4,Normal,28,4,4,3,0,27,0,2,2,20,0,2,2,7,0,0,3,0,0,0,0,124,27,22,1,0,0,4,2,party wiped
32,12376,1,Normal,29,5,5,5,0,27,35,0,2,100,0,1,2,1,12,3,15,3,3,0,0,140,0,25,0,1,1,6,1,floor1_town; +1 levelup
32,12376,2,Normal,33,4,4,4,0,35,23,2,2,80,0,2,2,0,3,3,16,0,0,0,0,112,12,17,0,1,1,6,1,
32,12376,3,Normal,7,1,1,0,0,23,0,2,2,0,0,2,2,4,0,0,14,0,0,0,0,26,23,6,1,0,0,6,2,party wiped
33,12377,1,Normal,37,5,5,5,0,27,35,0,3,100,0,1,2,5,12,2,15,3,3,0,0,140,0,29,0,1,1,6,1,floor1_town; +1 levelup
33,12377,2,Normal,36,4,4,4,0,35,35,3,3,80,0,2,2,0,3,3,15,0,0,0,0,112,0,12,0,1,1,6,1,
33,12377,3,Normal,40,6,6,6,0,35,35,3,3,60,0,2,2,12,0,0,3,0,0,0,0,238,0,30,0,1,1,6,1,
33,12377,4,Normal,33,5,5,3,2,35,9,3,3,20,0,2,2,3,0,0,0,0,0,0,0,94,26,17,0,1,1,6,2,flee×2
33,12377,5,Normal,8,2,2,1,0,9,0,3,3,20,0,2,2,1,0,0,0,0,0,0,0,28,35,3,1,0,0,6,2,party wiped
34,12378,1,Normal,29,3,3,3,0,27,27,0,0,60,0,1,1,3,8,0,15,3,3,0,0,84,0,16,0,1,1,4,1,floor1_town
34,12378,2,Normal,34,3,3,3,0,27,36,0,3,60,0,1,2,4,3,3,13,0,0,0,0,84,0,15,0,1,1,4,1,+1 levelup
34,12378,3,Normal,26,3,3,3,0,36,36,3,3,20,0,2,2,3,0,0,12,0,0,0,0,94,0,11,0,1,1,4,1,
34,12378,4,Normal,35,6,6,5,0,36,0,3,3,100,0,2,2,12,0,0,0,0,0,0,0,247,36,32,1,0,0,4,2,party wiped
35,12379,1,Normal,38,3,3,3,0,27,27,0,0,60,0,1,1,3,4,0,15,3,3,0,0,84,0,18,0,1,1,4,1,floor1_town
35,12379,2,Normal,37,3,3,3,0,27,34,0,3,60,0,1,2,4,3,2,13,0,1,0,0,84,0,14,0,1,1,4,1,+1 levelup
35,12379,3,Normal,35,4,4,4,0,34,15,3,3,40,0,2,2,0,0,1,15,0,0,0,0,122,19,8,0,1,1,4,1,
35,12379,4,Normal,2,1,1,0,0,15,0,3,3,0,0,2,2,2,0,0,15,0,0,0,0,26,15,3,1,0,0,4,2,party wiped
36,12380,1,Normal,30,3,3,3,0,27,27,0,0,60,0,1,1,7,5,1,15,3,3,0,0,84,0,18,0,1,1,4,1,floor1_town
36,12380,2,Normal,24,2,2,1,0,27,0,0,0,20,0,1,1,1,3,3,15,0,0,0,0,44,27,12,1,0,0,4,1,party wiped
37,12381,1,Normal,38,7,7,7,0,27,36,0,2,140,0,1,2,4,14,5,15,3,3,0,0,196,0,37,0,1,1,8,1,floor1_town; +1 levelup
37,12381,2,Normal,28,3,3,3,0,36,36,2,2,60,0,2,2,1,3,3,15,0,0,0,0,84,0,14,0,1,1,8,1,
37,12381,3,Normal,18,3,3,2,0,36,0,2,2,60,0,2,2,8,0,0,7,0,0,0,0,110,36,20,1,0,0,8,1,party wiped
38,12382,1,Normal,31,3,3,3,0,27,27,0,0,60,0,1,1,2,9,4,15,3,3,0,0,84,0,21,0,1,1,4,1,floor1_town
38,12382,2,Normal,32,3,3,3,0,27,17,0,2,60,0,1,2,1,3,3,14,0,0,0,0,84,18,15,0,1,1,4,1,+1 levelup
38,12382,3,Normal,39,3,3,3,0,17,35,2,2,0,0,2,2,2,0,0,14,0,0,0,0,66,-18,8,0,1,1,4,1,
38,12382,4,Normal,25,3,3,3,0,35,29,2,2,40,0,2,2,3,0,0,11,0,0,0,0,100,6,14,0,1,1,4,2,
38,12382,5,Normal,33,4,4,4,0,29,21,2,2,40,0,2,2,5,0,0,8,0,0,0,0,144,8,22,0,1,1,4,2,
38,12382,6,Normal,27,3,3,3,0,21,35,2,2,40,0,2,2,7,0,0,1,0,0,0,0,122,-14,19,0,1,1,4,2,
38,12382,7,Normal,27,2,2,0,2,35,5,2,2,0,0,2,2,1,0,0,0,0,0,0,0,22,30,5,0,1,1,4,2,flee×2
38,12382,8,Normal,25,3,3,0,2,5,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,5,1,1,0,0,4,2,party wiped; flee×2
39,12383,1,Normal,39,2,2,2,0,27,27,0,0,40,0,1,1,2,4,1,15,3,3,0,0,56,0,12,0,1,1,3,1,floor1_town
39,12383,2,Normal,16,3,3,2,0,27,0,0,0,40,0,1,1,3,3,3,14,0,0,0,0,79,27,16,1,0,0,3,1,party wiped
40,12384,1,Normal,32,4,4,4,0,27,27,0,0,80,0,1,1,3,9,1,15,3,3,0,0,112,0,22,0,1,1,5,1,floor1_town
40,12384,2,Normal,29,4,4,4,0,27,23,0,2,80,0,1,2,0,3,3,15,0,0,0,0,112,11,17,0,1,1,5,1,+1 levelup
40,12384,3,Normal,28,2,2,2,0,23,23,2,2,60,0,2,2,7,0,0,8,0,0,0,0,84,0,14,0,1,1,5,2,
40,12384,4,Normal,28,2,2,2,0,23,34,2,2,60,0,2,2,8,0,0,2,0,0,0,0,84,-11,16,0,1,1,5,2,
40,12384,5,Normal,30,2,2,0,2,34,2,2,2,0,0,2,2,3,0,0,0,0,0,0,0,28,32,5,0,1,1,5,1,flee×2
40,12384,6,Normal,18,3,3,0,2,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,1,party wiped; flee×2
41,12385,1,Normal,40,6,6,6,0,27,34,0,2,120,0,1,2,4,9,1,15,3,3,0,0,168,0,26,0,1,1,7,1,floor1_town; +1 levelup
41,12385,2,Normal,32,4,4,4,0,34,16,2,2,80,0,2,2,2,3,3,15,0,0,0,0,112,18,20,0,1,1,7,1,
41,12385,3,Normal,38,4,4,4,0,16,15,2,2,60,0,2,2,12,0,0,4,0,0,0,0,150,1,23,0,1,1,7,2,
41,12385,4,Normal,6,2,2,1,0,15,0,2,2,20,0,2,2,4,0,0,0,0,0,0,0,102,15,11,1,0,0,7,2,party wiped
42,12386,1,Normal,32,4,4,4,0,27,27,0,0,80,0,1,1,1,9,2,15,3,3,0,0,112,0,18,0,1,1,5,1,floor1_town
42,12386,2,Normal,29,4,4,4,0,27,35,0,2,80,0,1,2,4,3,3,12,0,0,0,0,112,0,25,0,1,1,5,1,+1 levelup
42,12386,3,Normal,29,5,5,4,0,35,0,2,2,100,0,2,2,12,0,0,0,0,0,0,0,198,35,34,1,0,0,5,2,party wiped
