run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,medicinal_herb_use_count,potion_use_count,dawn_chalice_use_count,medicinal_herb_remain_after,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,notes
12,12356,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,23,27,4,1,0,0,floor1_town; party wiped
13,12357,1,Normal,21,4,4,3,0,27,0,0,0,15,0,1,1,4,0,0,11,3,3,0,0,93,27,16,1,0,0,floor1_town; party wiped
14,12358,1,Normal,38,0,0,0,0,27,27,0,0,0,0,1,1,0,0,0,15,3,3,0,0,0,0,0,0,1,1,floor1_town
14,12358,2,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,16,3,3,0,0,37,27,7,1,0,0,party wiped
15,12359,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,5,0,0,10,3,3,0,0,27,27,10,1,0,0,floor1_town; party wiped
16,12360,1,Normal,39,3,3,3,0,27,27,0,0,15,0,1,1,5,0,0,10,3,3,0,0,84,0,12,0,1,1,floor1_town
16,12360,2,Normal,19,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,10,3,3,0,0,28,27,9,1,0,0,party wiped
17,12361,1,Normal,18,3,3,2,0,27,0,0,0,10,0,1,1,6,0,0,9,3,3,0,0,56,27,17,1,0,0,floor1_town; party wiped
18,12362,1,Normal,40,5,5,5,0,27,27,0,0,25,0,1,1,5,0,0,10,3,3,0,0,140,0,19,0,1,1,floor1_town
18,12362,2,Normal,23,3,3,2,0,27,0,0,0,10,0,1,1,5,0,0,8,3,3,0,0,74,27,15,1,0,0,party wiped
19,12363,1,Normal,32,2,2,2,0,27,15,0,0,10,0,1,1,6,0,0,9,3,3,0,0,56,12,12,0,1,1,floor1_town
19,12363,2,Normal,8,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,12,3,3,0,0,14,15,1,1,0,0,party wiped
20,12364,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,18,27,3,1,0,0,floor1_town; party wiped
21,12365,1,Normal,26,4,4,3,0,27,0,0,0,15,0,1,1,7,0,0,8,3,3,0,0,102,27,22,1,0,0,floor1_town; party wiped
22,12366,1,Normal,21,2,2,1,0,27,0,0,0,5,0,1,1,5,0,0,10,3,3,0,0,55,27,14,1,0,0,floor1_town; party wiped
23,12367,1,Normal,33,2,2,2,0,27,27,0,0,10,0,1,1,4,0,0,11,3,3,0,0,56,0,13,0,1,1,floor1_town
23,12367,2,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,14,3,3,0,0,14,27,3,1,0,0,party wiped
24,12368,1,Normal,26,2,2,2,0,27,15,0,0,10,0,1,1,3,0,0,12,3,3,0,0,56,12,9,0,1,1,floor1_town
24,12368,2,Normal,40,4,4,4,0,15,15,0,0,20,0,1,1,9,0,0,6,3,3,0,0,112,0,26,0,1,1,
24,12368,3,Normal,5,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,9,3,3,0,0,9,15,1,1,0,0,party wiped
25,12369,1,Normal,5,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,12,3,3,0,0,51,27,8,1,0,0,floor1_town; party wiped
26,12370,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,12,3,3,0,0,51,27,8,1,0,0,floor1_town; party wiped
27,12371,1,Normal,35,5,5,5,0,27,27,0,0,25,0,1,1,10,0,0,5,3,3,0,0,140,0,26,0,1,1,floor1_town
27,12371,2,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,7,3,3,0,0,9,27,5,1,0,0,party wiped
28,12372,1,Normal,24,3,3,2,0,27,0,0,0,10,0,1,1,9,0,0,6,3,3,0,0,83,27,22,1,0,0,floor1_town; party wiped
29,12373,1,Normal,36,2,2,2,0,27,27,0,0,10,0,1,1,7,0,0,8,3,3,0,0,56,0,18,0,1,1,floor1_town
29,12373,2,Normal,20,4,4,3,0,27,0,0,0,15,0,1,1,5,0,0,6,3,3,0,0,93,27,16,1,0,0,party wiped
30,12374,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,0,27,3,1,0,0,floor1_town; party wiped
31,12375,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,18,27,3,1,0,0,floor1_town; party wiped
32,12376,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,14,27,2,1,0,0,floor1_town; party wiped
33,12377,1,Normal,37,5,5,4,0,27,0,0,0,20,0,1,1,6,0,0,9,3,3,0,0,121,27,19,1,0,0,floor1_town; party wiped
34,12378,1,Normal,16,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,13,3,3,0,0,23,27,6,1,0,0,floor1_town; party wiped
35,12379,1,Normal,21,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,55,27,9,1,0,0,floor1_town; party wiped
36,12380,1,Normal,10,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,9,27,3,1,0,0,floor1_town; party wiped
37,12381,1,Normal,38,5,5,5,0,27,27,0,0,25,0,1,1,14,0,0,1,3,3,0,0,140,0,39,0,1,1,floor1_town
37,12381,2,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,4,1,0,0,2,3,0,0,18,27,9,1,0,0,party wiped
38,12382,1,Normal,16,2,2,1,0,27,0,0,0,5,0,1,1,4,0,0,11,3,3,0,0,46,27,12,1,0,0,floor1_town; party wiped
39,12383,1,Normal,27,3,3,2,0,27,0,0,0,10,0,1,1,3,0,0,12,3,3,0,0,74,27,11,1,0,0,floor1_town; party wiped
40,12384,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,18,27,3,1,0,0,floor1_town; party wiped
41,12385,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,27,27,4,1,0,0,floor1_town; party wiped
42,12386,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,18,27,2,1,0,0,floor1_town; party wiped
43,12387,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,18,27,4,1,0,0,floor1_town; party wiped
44,12388,1,Normal,33,2,2,2,0,27,15,0,0,10,0,1,1,2,0,0,13,3,3,0,0,56,12,8,0,1,1,floor1_town
44,12388,2,Normal,2,1,1,0,0,15,0,0,0,0,0,1,1,1,0,0,15,3,3,0,0,27,15,4,1,0,0,party wiped
45,12389,1,Normal,25,2,2,1,0,27,0,0,0,5,0,1,1,4,0,0,11,3,3,0,0,55,27,11,1,0,0,floor1_town; party wiped
46,12390,1,Normal,34,5,5,5,0,27,27,0,0,25,0,1,1,12,0,0,3,3,3,0,0,140,0,31,0,1,1,floor1_town
46,12390,2,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,6,3,3,0,0,9,27,2,1,0,0,party wiped
47,12391,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,9,27,2,1,0,0,floor1_town; party wiped
48,12392,1,Normal,34,1,1,1,0,27,15,0,0,5,0,1,1,2,0,0,13,3,3,0,0,28,12,6,0,1,1,floor1_town
48,12392,2,Normal,26,2,2,2,0,15,15,0,0,10,0,1,1,3,0,0,13,3,3,0,0,56,0,8,0,1,1,
48,12392,3,Normal,7,2,2,1,0,15,0,0,0,5,0,1,1,2,0,0,14,3,3,0,0,46,15,10,1,0,0,party wiped
49,12393,1,Normal,27,1,1,1,0,27,27,0,0,5,0,1,1,3,0,0,12,3,3,0,0,28,0,6,0,1,1,floor1_town
49,12393,2,Normal,28,3,3,2,0,27,0,0,0,10,0,1,1,3,0,0,12,3,3,0,0,74,27,14,1,0,0,party wiped
50,12394,1,Normal,29,4,4,3,0,27,0,0,0,15,0,1,1,5,0,0,10,3,3,0,0,93,27,14,1,0,0,floor1_town; party wiped
51,12395,1,Normal,10,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,9,27,3,1,0,0,floor1_town; party wiped
52,12396,1,Normal,24,3,3,2,0,27,0,0,0,10,0,1,1,2,0,0,13,3,3,0,0,65,27,9,1,0,0,floor1_town; party wiped
53,12397,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,42,27,6,1,0,0,floor1_town; party wiped
54,12398,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,18,27,4,1,0,0,floor1_town; party wiped
55,12399,1,Normal,21,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,37,27,6,1,0,0,floor1_town; party wiped
56,12400,1,Normal,28,2,2,1,0,27,0,0,0,5,0,1,1,4,0,0,11,3,3,0,0,42,27,10,1,0,0,floor1_town; party wiped
57,12401,1,Normal,16,3,3,2,0,27,0,0,0,10,0,1,1,2,0,0,13,3,3,0,0,72,27,13,1,0,0,floor1_town; party wiped
58,12402,1,Normal,38,4,4,4,0,27,15,0,0,20,0,1,1,9,0,0,6,3,3,0,0,112,12,27,0,1,1,floor1_town
58,12402,2,Normal,28,2,2,2,0,15,27,0,0,10,0,1,1,4,0,0,5,3,3,0,0,56,-12,8,0,1,1,
58,12402,3,Normal,11,3,3,2,0,27,0,0,0,10,0,1,1,2,0,0,6,3,3,0,0,56,27,9,1,0,0,party wiped
59,12403,1,Normal,30,2,2,2,0,27,15,0,0,10,0,1,1,5,0,0,10,3,3,0,0,56,12,12,0,1,1,floor1_town
59,12403,2,Normal,4,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,13,3,3,0,0,9,15,1,1,0,0,party wiped
60,12404,1,Normal,12,3,3,2,0,27,0,0,0,10,0,1,1,4,0,0,11,3,3,0,0,76,27,16,1,0,0,floor1_town; party wiped
61,12405,1,Normal,18,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,15,3,3,0,0,35,27,6,1,0,0,floor1_town; party wiped
62,12406,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,15,3,3,0,0,28,27,4,1,0,0,floor1_town; party wiped
63,12407,1,Normal,13,3,3,2,0,27,0,0,0,10,0,1,1,2,0,0,13,3,3,0,0,70,27,9,1,0,0,floor1_town; party wiped
64,12408,1,Normal,40,5,5,5,0,27,15,0,0,25,0,1,1,10,0,0,5,3,3,0,0,140,12,25,0,1,1,floor1_town
64,12408,2,Normal,17,1,1,0,0,15,0,0,0,0,0,1,1,1,0,0,7,3,3,0,0,23,15,4,1,0,0,party wiped
65,12409,1,Normal,20,3,3,2,0,27,0,0,0,10,0,1,1,7,0,0,8,3,3,0,0,72,27,19,1,0,0,floor1_town; party wiped
66,12410,1,Normal,10,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,15,3,3,0,0,46,27,5,1,0,0,floor1_town; party wiped
67,12411,1,Normal,32,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,42,27,6,1,0,0,floor1_town; party wiped
68,12412,1,Normal,25,3,3,2,0,27,0,0,0,10,0,1,1,4,0,0,11,3,3,0,0,56,27,13,1,0,0,floor1_town; party wiped
69,12413,1,Normal,21,4,4,3,0,27,0,0,0,15,0,1,1,6,0,0,9,3,3,0,0,107,27,23,1,0,0,floor1_town; party wiped
70,12414,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,0,27,2,1,0,0,floor1_town; party wiped
71,12415,1,Normal,18,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,37,27,5,1,0,0,floor1_town; party wiped
72,12416,1,Normal,27,2,2,2,0,27,15,0,0,10,0,1,1,5,0,0,10,3,3,0,0,56,12,12,0,1,1,floor1_town
72,12416,2,Normal,21,2,2,1,0,15,0,0,0,5,0,1,1,1,0,0,12,3,3,0,0,37,15,4,1,0,0,party wiped
73,12417,1,Normal,35,2,2,2,0,27,15,0,0,10,0,1,1,3,0,0,12,3,3,0,0,56,12,9,0,1,1,floor1_town
73,12417,2,Normal,26,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,0,15,1,1,0,0,party wiped
74,12418,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,23,27,4,1,0,0,floor1_town; party wiped
75,12419,1,Normal,25,3,3,2,0,27,0,0,0,10,0,1,1,5,0,0,10,3,3,0,0,65,27,16,1,0,0,floor1_town; party wiped
76,12420,1,Normal,10,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,13,3,3,0,0,44,27,8,1,0,0,floor1_town; party wiped
77,12421,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,37,27,5,1,0,0,floor1_town; party wiped
78,12422,1,Normal,11,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,15,3,3,0,0,28,27,4,1,0,0,floor1_town; party wiped
79,12423,1,Normal,9,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,37,27,5,1,0,0,floor1_town; party wiped
80,12424,1,Normal,16,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,14,3,3,0,0,37,27,5,1,0,0,floor1_town; party wiped
81,12425,1,Normal,23,3,3,2,0,27,0,0,0,10,0,1,1,7,0,0,8,3,3,0,0,70,27,14,1,0,0,floor1_town; party wiped
82,12426,1,Normal,31,1,1,1,0,27,27,0,0,5,0,1,1,3,0,0,12,3,3,0,0,28,0,5,0,1,1,floor1_town
82,12426,2,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,9,27,2,1,0,0,party wiped
83,12427,1,Normal,9,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,13,3,3,0,0,37,27,7,1,0,0,floor1_town; party wiped
84,12428,1,Normal,15,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,15,3,3,0,0,44,27,4,1,0,0,floor1_town; party wiped
85,12429,1,Normal,10,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,13,3,3,0,0,27,27,5,1,0,0,floor1_town; party wiped
86,12430,1,Normal,11,3,3,2,0,27,0,0,0,10,0,1,1,7,0,0,8,3,3,0,0,74,27,19,1,0,0,floor1_town; party wiped
87,12431,1,Normal,30,2,2,1,0,27,0,0,0,5,0,1,1,4,0,0,11,3,3,0,0,42,27,8,1,0,0,floor1_town; party wiped
88,12432,1,Normal,23,3,3,2,0,27,0,0,0,10,0,1,1,4,0,0,11,3,3,0,0,56,27,13,1,0,0,floor1_town; party wiped
89,12433,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,14,27,2,1,0,0,floor1_town; party wiped
90,12434,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,13,3,3,0,0,27,27,5,1,0,0,floor1_town; party wiped
91,12435,1,Normal,26,2,2,2,0,27,15,0,0,10,0,1,1,1,0,0,14,3,3,0,0,56,12,7,0,1,1,floor1_town
91,12435,2,Normal,1,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,17,3,3,0,0,9,15,1,1,0,0,party wiped
92,12436,1,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,18,27,2,1,0,0,floor1_town; party wiped
93,12437,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,0,27,2,1,0,0,floor1_town; party wiped
94,12438,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,14,27,3,1,0,0,floor1_town; party wiped
95,12439,1,Normal,25,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,0,27,2,1,0,0,floor1_town; party wiped
96,12440,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,13,3,3,0,0,9,27,6,1,0,0,floor1_town; party wiped
97,12441,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,9,27,4,1,0,0,floor1_town; party wiped
98,12442,1,Normal,36,2,2,2,0,27,15,0,0,10,0,1,1,5,0,0,10,3,3,0,0,56,12,11,0,1,1,floor1_town
98,12442,2,Normal,6,1,1,0,0,15,0,0,0,0,0,1,1,1,0,0,12,3,3,0,0,9,15,3,1,0,0,party wiped
99,12443,1,Normal,24,3,3,2,0,27,0,0,0,10,0,1,1,2,0,0,13,3,3,0,0,83,27,9,1,0,0,floor1_town; party wiped
100,12444,1,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,15,3,3,0,0,28,27,5,1,0,0,floor1_town; party wiped
101,12445,1,Normal,29,3,3,2,0,27,0,0,0,10,0,1,1,1,0,0,14,3,3,0,0,65,27,9,1,0,0,floor1_town; party wiped
102,12446,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,23,27,3,1,0,0,floor1_town; party wiped
103,12447,1,Normal,29,3,3,2,0,27,0,0,0,10,0,1,1,4,0,0,11,3,3,0,0,56,27,14,1,0,0,floor1_town; party wiped
104,12448,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,14,27,2,1,0,0,floor1_town; party wiped
105,12449,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,9,27,2,1,0,0,floor1_town; party wiped
106,12450,1,Normal,39,3,3,3,0,27,15,0,0,15,0,1,1,5,0,0,10,3,3,0,0,84,12,16,0,1,1,floor1_town
106,12450,2,Normal,31,3,3,3,0,15,27,0,0,15,0,1,1,4,0,0,9,3,3,0,0,84,-12,14,0,1,1,
106,12450,3,Normal,27,4,4,3,0,27,0,0,0,15,0,1,1,3,0,0,9,3,3,0,0,98,27,15,1,0,0,party wiped
107,12451,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,23,27,3,1,0,0,floor1_town; party wiped
108,12452,1,Normal,40,4,4,4,0,27,27,0,0,20,0,1,1,7,0,0,8,3,3,0,0,112,0,20,0,1,1,floor1_town
108,12452,2,Normal,25,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,8,3,3,0,0,28,27,8,1,0,0,party wiped
109,12453,1,Normal,21,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,14,27,2,1,0,0,floor1_town; party wiped
110,12454,1,Normal,25,3,3,3,0,27,15,0,0,15,0,1,1,12,0,0,3,3,3,0,0,84,12,22,0,1,1,floor1_town
110,12454,2,Normal,4,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,6,3,3,0,0,14,15,1,1,0,0,party wiped
111,12455,1,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,18,27,2,1,0,0,floor1_town; party wiped
112,12456,1,Normal,25,2,2,2,0,27,27,0,0,10,0,1,1,2,0,0,13,3,3,0,0,56,0,7,0,1,1,floor1_town
112,12456,2,Normal,14,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,15,3,3,0,0,37,27,7,1,0,0,party wiped
113,12457,1,Normal,15,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,13,3,3,0,0,51,27,8,1,0,0,floor1_town; party wiped
114,12458,1,Normal,26,1,1,1,0,27,15,0,0,5,0,1,1,2,0,0,13,3,3,0,0,28,12,7,0,1,1,floor1_town
114,12458,2,Normal,9,2,2,1,0,15,0,0,0,5,0,1,1,2,0,0,14,3,3,0,0,28,15,5,1,0,0,party wiped
115,12459,1,Normal,16,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,13,3,3,0,0,23,27,8,1,0,0,floor1_town; party wiped
116,12460,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,18,27,4,1,0,0,floor1_town; party wiped
117,12461,1,Normal,35,3,3,3,0,27,27,0,0,15,0,1,1,4,0,0,11,3,3,0,0,84,0,12,0,1,1,floor1_town
117,12461,2,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,14,3,3,0,0,9,27,2,1,0,0,party wiped
118,12462,1,Normal,28,3,3,2,0,27,0,0,0,10,0,1,1,6,0,0,9,3,3,0,0,56,27,20,1,0,0,floor1_town; party wiped
119,12463,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,18,27,6,1,0,0,floor1_town; party wiped
120,12464,1,Normal,28,3,3,3,0,27,15,0,0,15,0,1,1,5,0,0,10,3,3,0,0,84,12,16,0,1,1,floor1_town
120,12464,2,Normal,11,2,2,1,0,15,0,0,0,5,0,1,1,2,0,0,11,3,3,0,0,53,15,9,1,0,0,party wiped
121,12465,1,Normal,37,3,3,3,0,27,15,0,0,15,0,1,1,8,0,0,7,3,3,0,0,84,12,20,0,1,1,floor1_town
121,12465,2,Normal,27,3,3,2,0,15,0,0,0,10,0,1,1,6,0,0,4,3,3,0,0,65,15,18,1,0,0,party wiped
122,12466,1,Normal,29,2,2,2,0,27,27,0,0,10,0,1,1,4,0,0,11,3,3,0,0,56,0,9,0,1,1,floor1_town
122,12466,2,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,14,3,3,0,0,14,27,3,1,0,0,party wiped
123,12467,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,12,3,3,0,0,46,27,8,1,0,0,floor1_town; party wiped
124,12468,1,Normal,13,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,9,27,2,1,0,0,floor1_town; party wiped
125,12469,1,Normal,29,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,13,3,3,0,0,37,27,7,1,0,0,floor1_town; party wiped
126,12470,1,Normal,30,2,2,2,0,27,15,0,0,10,0,1,1,8,0,0,7,3,3,0,0,56,12,24,0,1,1,floor1_town
126,12470,2,Normal,32,4,4,3,0,15,0,0,0,15,0,1,1,10,2,0,0,1,3,0,0,98,15,27,1,0,0,party wiped
127,12471,1,Normal,39,4,4,4,0,27,27,0,0,20,0,1,1,7,0,0,8,3,3,0,0,112,0,17,0,1,1,floor1_town
127,12471,2,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,10,3,3,0,0,37,27,6,1,0,0,party wiped
128,12472,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,14,3,3,0,0,9,27,3,1,0,0,floor1_town; party wiped
129,12473,1,Normal,34,3,3,2,0,27,0,0,0,10,0,1,1,5,0,0,10,3,3,0,0,65,27,13,1,0,0,floor1_town; party wiped
130,12474,1,Normal,32,5,5,5,0,27,27,0,0,25,0,1,1,5,0,0,10,3,3,0,0,140,0,19,0,1,1,floor1_town
130,12474,2,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,13,3,3,0,0,9,27,2,1,0,0,party wiped
131,12475,1,Normal,28,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,12,3,3,0,0,46,27,10,1,0,0,floor1_town; party wiped
132,12476,1,Normal,17,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,15,3,3,0,0,9,27,3,1,0,0,floor1_town; party wiped
133,12477,1,Normal,25,2,2,2,0,27,27,0,0,10,0,1,1,2,0,0,13,3,3,0,0,56,0,8,0,1,1,floor1_town
133,12477,2,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,15,3,3,0,0,18,27,4,1,0,0,party wiped
134,12478,1,Normal,14,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,13,3,3,0,0,55,27,7,1,0,0,floor1_town; party wiped
135,12479,1,Normal,26,2,2,2,0,27,27,0,0,10,0,1,1,2,0,0,13,3,3,0,0,56,0,6,0,1,1,floor1_town
135,12479,2,Normal,32,1,1,1,0,27,15,0,0,5,0,1,1,1,0,0,15,3,3,0,0,28,12,5,0,1,1,
135,12479,3,Normal,31,3,3,3,0,15,27,0,0,15,0,1,1,5,0,0,13,3,3,0,0,84,-12,13,0,1,1,
135,12479,4,Normal,23,3,3,2,0,27,0,0,0,10,0,1,1,6,0,0,10,3,3,0,0,65,27,15,1,0,0,party wiped
136,12480,1,Normal,12,3,3,2,0,27,0,0,0,10,0,1,1,6,0,0,9,3,3,0,0,79,27,16,1,0,0,floor1_town; party wiped
