run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,medicinal_herb_use_count,potion_use_count,dawn_chalice_use_count,medicinal_herb_remain_after,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,floor1_town_uses_cumulative,last_battle_enemy_count,notes
4,12348,2,Normal,38,5,5,5,0,36,36,1,1,25,0,2,2,1,4,5,15,0,1,0,0,140,18,18,0,1,1,126,1,ai_farm
4,12348,2,Normal,27,5,5,4,0,36,0,1,1,20,0,2,2,0,3,4,15,0,0,0,0,136,48,18,1,0,0,127,1,ai_farm; party wiped
5,12349,1,Normal,27,2,2,2,0,27,27,0,0,10,0,1,1,4,3,0,15,3,3,0,0,56,0,12,0,1,1,15,1,floor1_town
5,12349,2,Normal,30,3,3,3,0,27,27,0,0,15,0,1,1,3,6,2,14,0,1,0,0,84,0,17,0,1,1,33,1,
5,12349,2,Normal,29,3,3,3,0,27,27,0,0,15,0,1,1,1,8,1,15,0,3,0,0,84,0,15,0,1,1,51,1,ai_farm
5,12349,2,Normal,38,4,4,4,0,27,27,0,0,20,0,1,1,3,8,1,14,2,3,0,0,112,0,25,0,1,1,75,1,ai_farm
5,12349,2,Normal,27,3,3,3,0,27,15,0,0,15,0,1,1,4,4,3,14,0,0,0,0,84,12,15,0,1,1,93,1,ai_farm
5,12349,2,Normal,39,5,5,5,0,15,35,0,3,25,0,1,2,5,14,4,12,0,2,0,0,140,0,36,0,1,1,123,1,ai_farm; +1 levelup
5,12349,2,Normal,30,2,2,2,0,35,35,3,3,10,0,2,2,3,0,2,9,0,0,0,0,56,0,12,0,1,1,123,1,ai_farm
5,12349,2,Normal,29,1,1,1,0,35,24,3,3,5,0,2,2,0,0,0,9,0,0,0,0,28,11,2,0,1,1,123,1,ai_farm
5,12349,2,Normal,31,4,4,4,0,24,35,3,3,20,0,2,2,0,5,3,15,1,3,0,0,112,11,16,0,1,1,125,1,ai_farm
5,12349,2,Normal,35,5,5,5,0,35,35,3,3,25,0,2,2,1,4,5,15,0,1,0,0,140,11,21,0,1,1,126,1,ai_farm
5,12349,2,Normal,28,5,5,5,0,35,24,3,3,25,0,2,2,2,3,4,14,0,0,0,0,140,22,22,0,1,1,127,1,ai_farm
5,12349,2,Normal,33,3,3,3,0,24,24,3,3,15,0,2,2,1,3,3,14,0,0,0,0,84,11,14,0,1,1,128,1,ai_farm
5,12349,2,Normal,28,2,2,2,0,24,23,3,3,10,0,2,2,0,3,3,15,0,0,0,0,56,12,9,0,1,1,129,1,ai_farm
5,12349,2,Normal,39,3,3,3,0,23,27,3,3,15,0,2,2,0,3,0,15,0,3,0,0,84,8,12,0,1,1,130,1,ai_farm
5,12349,2,Normal,34,5,5,5,0,27,35,3,3,25,0,2,2,1,6,5,15,0,1,0,0,140,8,21,0,1,1,132,1,ai_farm
5,12349,2,Normal,40,4,4,4,0,35,24,3,3,20,0,2,2,2,3,4,13,0,0,0,0,112,27,19,0,1,1,133,1,ai_farm
5,12349,2,Normal,33,5,5,5,0,24,35,3,3,25,0,2,2,1,6,6,15,0,0,0,0,140,11,22,0,1,1,135,1,ai_farm
5,12349,2,Normal,32,1,1,1,0,35,44,3,5,5,0,2,3,1,0,0,14,0,0,0,0,28,0,5,0,1,1,135,1,ai_farm; +1 levelup
5,12349,3,Normal,36,2,2,2,0,44,21,5,5,5,0,3,3,1,0,0,13,0,0,0,0,72,23,7,0,1,1,135,2,
5,12349,4,Normal,31,4,4,4,0,21,44,5,5,15,0,3,3,3,3,3,12,0,0,0,0,172,0,26,0,1,1,136,2,
5,12349,5,Normal,29,1,1,1,0,44,32,5,5,0,0,3,3,0,0,0,13,0,0,0,0,22,12,3,0,1,1,136,1,
5,12349,6,Normal,30,2,2,2,0,32,35,5,5,10,0,3,3,0,3,0,15,0,3,0,0,56,9,10,0,1,1,137,1,
5,12349,7,Normal,39,4,4,4,0,35,26,5,5,20,0,3,3,1,3,6,15,0,0,0,0,178,27,32,0,1,1,138,2,
5,12349,8,Normal,33,4,4,4,0,26,21,5,5,15,0,3,3,0,3,3,15,0,0,0,0,150,23,17,0,1,1,139,2,
5,12349,9,Normal,37,2,2,2,0,21,44,5,5,0,0,3,3,0,3,3,15,0,0,0,0,66,0,15,0,1,1,140,1,
5,12349,10,Normal,39,5,5,5,0,44,44,5,5,15,0,3,3,0,5,1,15,1,3,0,0,150,33,24,0,1,1,142,2,
6,12350,1,Normal,35,4,4,4,0,27,27,0,0,20,0,1,1,7,8,3,15,3,3,0,0,112,0,24,0,1,1,29,1,floor1_town
6,12350,2,Normal,31,2,2,2,0,27,27,0,0,10,0,1,1,3,5,1,14,1,3,0,0,56,0,12,0,1,1,41,1,
6,12350,2,Normal,31,5,5,5,0,27,27,0,0,25,0,1,1,6,13,3,14,0,3,0,0,140,0,31,0,1,1,71,1,ai_farm
6,12350,2,Normal,32,2,2,2,0,27,27,0,0,10,0,1,1,1,5,1,15,1,3,0,0,56,0,10,0,1,1,83,1,ai_farm
6,12350,2,Normal,29,2,2,2,0,27,27,0,0,10,0,1,1,0,4,0,15,2,3,0,0,56,0,7,0,1,1,95,1,ai_farm
6,12350,2,Normal,31,4,4,4,0,27,27,0,0,20,0,1,1,6,6,0,15,2,3,0,0,112,0,18,0,1,1,119,1,ai_farm
6,12350,2,Normal,37,6,6,6,0,27,35,0,1,30,0,1,2,2,6,5,14,0,1,0,0,168,11,25,0,1,1,126,1,ai_farm; +1 levelup
6,12350,2,Normal,32,3,3,3,0,35,24,1,1,15,0,2,2,2,0,1,12,0,0,0,0,84,11,11,0,1,1,126,1,ai_farm
6,12350,2,Normal,34,4,4,4,0,24,35,1,1,20,0,2,2,3,3,3,12,0,0,0,0,112,0,22,0,1,1,127,1,ai_farm
6,12350,2,Normal,28,4,4,4,0,35,35,1,1,20,0,2,2,2,3,1,15,0,2,0,0,112,16,17,0,1,1,128,1,ai_farm
6,12350,2,Normal,29,3,3,3,0,35,24,1,1,15,0,2,2,2,0,2,13,0,0,0,0,84,11,12,0,1,1,128,1,ai_farm
6,12350,2,Normal,26,3,3,3,0,24,35,1,1,15,0,2,2,4,3,3,11,0,0,0,0,84,0,21,0,1,1,129,1,ai_farm
6,12350,2,Normal,33,3,3,3,0,35,35,1,1,15,0,2,2,1,3,2,15,0,1,0,0,84,8,12,0,1,1,130,1,ai_farm
6,12350,2,Normal,39,3,3,3,0,35,35,1,1,15,0,2,2,0,3,2,15,0,2,0,0,84,16,12,0,1,1,131,1,ai_farm
6,12350,2,Normal,38,3,3,3,0,35,35,1,1,15,0,2,2,2,3,2,15,0,3,0,0,84,11,16,0,1,1,132,1,ai_farm
6,12350,2,Normal,36,4,4,4,0,35,24,1,1,20,0,2,2,0,3,6,15,0,0,0,0,112,27,19,0,1,1,133,1,ai_farm
6,12350,2,Normal,40,1,1,1,0,24,35,1,1,5,0,2,2,0,1,0,15,2,3,0,0,28,0,2,0,1,1,134,1,ai_farm
6,12350,2,Normal,14,1,1,0,0,35,0,1,1,0,0,2,2,1,2,3,14,0,0,0,0,24,35,12,1,0,0,134,1,ai_farm; party wiped
7,12351,1,Normal,28,3,3,3,0,27,27,0,0,15,0,1,1,3,6,0,15,3,3,0,0,84,0,13,0,1,1,22,1,floor1_town
7,12351,2,Normal,25,2,2,2,0,27,27,0,0,10,0,1,1,2,5,1,15,0,2,0,0,56,0,13,0,1,1,34,1,
7,12351,2,Normal,33,4,4,4,0,27,27,0,0,20,0,1,1,5,8,1,15,1,3,0,0,112,0,23,0,1,1,58,1,ai_farm
7,12351,2,Normal,26,2,2,2,0,27,27,0,0,10,0,1,1,4,4,0,12,1,3,0,0,56,0,15,0,1,1,70,1,ai_farm
7,12351,2,Normal,37,5,5,5,0,27,27,0,0,25,0,1,1,3,12,1,13,0,2,0,0,140,0,24,0,1,1,100,1,ai_farm
7,12351,2,Normal,36,4,4,4,0,27,36,0,1,20,0,1,2,3,12,3,14,0,2,0,0,112,0,25,0,1,1,124,1,ai_farm; +1 levelup
7,12351,2,Normal,28,1,1,1,0,36,36,1,1,5,0,2,2,0,0,2,14,0,0,0,0,28,0,4,0,1,1,124,1,ai_farm
7,12351,2,Normal,30,5,5,5,0,36,36,1,1,25,0,2,2,3,1,0,15,2,3,0,0,140,12,17,0,1,1,125,1,ai_farm
7,12351,2,Normal,38,5,5,5,0,36,36,1,1,25,0,2,2,0,3,3,15,2,3,0,0,140,12,13,0,1,1,126,1,ai_farm
7,12351,2,Normal,39,3,3,3,0,36,36,1,1,15,0,2,2,0,2,2,15,0,1,0,0,84,0,8,0,1,1,126,1,ai_farm
7,12351,2,Normal,29,3,3,3,0,36,36,1,1,15,0,2,2,0,3,2,15,0,2,0,0,84,12,10,0,1,1,127,1,ai_farm
7,12351,2,Normal,36,2,2,2,0,36,24,1,1,10,0,2,2,0,0,2,15,0,0,0,0,56,12,7,0,1,1,127,1,ai_farm
7,12351,2,Normal,35,4,4,4,0,24,24,1,1,20,0,2,2,1,3,3,14,0,0,0,0,112,12,18,0,1,1,128,1,ai_farm
7,12351,2,Normal,30,2,2,2,0,24,36,1,1,10,0,2,2,0,2,0,15,1,3,0,0,56,0,5,0,1,1,129,1,ai_farm
7,12351,2,Normal,27,2,2,2,0,36,36,1,1,10,0,2,2,0,1,3,15,0,0,0,0,56,0,7,0,1,1,129,1,ai_farm
7,12351,2,Normal,31,3,3,3,0,36,18,1,1,15,0,2,2,4,3,3,12,0,0,0,0,84,30,20,0,1,1,130,1,ai_farm
7,12351,2,Normal,25,5,5,5,0,18,36,1,1,25,0,2,2,2,6,6,15,0,0,0,0,140,12,32,0,1,1,132,1,ai_farm
7,12351,2,Normal,9,1,1,0,0,36,0,1,1,0,0,2,2,0,0,0,15,0,0,0,0,13,36,3,1,0,0,132,1,ai_farm; party wiped
8,12352,1,Normal,36,3,3,3,0,27,27,0,0,15,0,1,1,3,5,1,15,3,3,0,0,84,0,16,0,1,1,22,1,floor1_town
8,12352,2,Normal,32,3,3,3,0,27,27,0,0,15,0,1,1,4,6,0,14,1,3,0,0,84,0,18,0,1,1,40,1,
8,12352,2,Normal,27,4,4,4,0,27,27,0,0,20,0,1,1,5,8,2,15,1,3,0,0,112,0,26,0,1,1,64,1,ai_farm
8,12352,2,Normal,33,1,1,1,0,27,27,0,0,5,0,1,1,2,1,0,13,2,3,0,0,28,0,5,0,1,1,70,1,ai_farm
8,12352,2,Normal,33,5,5,5,0,27,27,0,0,25,0,1,1,8,10,1,14,1,3,0,0,140,0,27,0,1,1,100,1,ai_farm
8,12352,2,Normal,31,6,6,6,0,27,35,0,1,30,0,1,2,5,6,1,14,0,2,0,0,168,0,23,0,1,1,124,1,ai_farm; +1 levelup
8,12352,2,Normal,8,2,2,1,0,35,0,1,1,5,0,2,2,0,0,2,14,0,0,0,0,41,35,5,1,0,0,124,1,ai_farm; party wiped
9,12353,1,Normal,28,2,2,2,0,27,27,0,0,10,0,1,1,2,5,0,15,3,3,0,0,56,0,11,0,1,1,15,1,floor1_town
9,12353,2,Normal,28,3,3,3,0,27,27,0,0,15,0,1,1,3,7,1,13,0,2,0,0,84,0,14,0,1,1,33,1,
9,12353,2,Normal,34,4,4,4,0,27,27,0,0,20,0,1,1,4,6,0,13,2,3,0,0,112,0,19,0,1,1,57,1,ai_farm
9,12353,2,Normal,31,4,4,4,0,27,27,0,0,20,0,1,1,2,4,1,15,2,3,0,0,112,0,14,0,1,1,81,1,ai_farm
9,12353,2,Normal,29,3,3,3,0,27,27,0,0,15,0,1,1,5,7,3,12,0,0,0,0,84,0,20,0,1,1,99,1,ai_farm
9,12353,2,Normal,32,4,4,4,0,27,35,0,2,20,0,1,2,1,8,1,15,0,2,0,0,112,0,16,0,1,1,123,1,ai_farm; +1 levelup
9,12353,2,Normal,30,5,5,5,0,35,35,2,2,25,0,2,2,2,4,5,15,2,3,0,0,140,27,27,0,1,1,125,1,ai_farm
9,12353,2,Normal,38,4,4,4,0,35,24,2,2,20,0,2,2,0,2,3,15,0,0,0,0,112,11,12,0,1,1,125,1,ai_farm
9,12353,2,Normal,36,5,5,5,0,24,19,2,2,25,0,2,2,3,3,3,12,0,0,0,0,140,16,20,0,1,1,126,1,ai_farm
9,12353,2,Normal,36,5,5,5,0,19,27,2,2,25,0,2,2,3,3,3,12,0,0,0,0,140,8,27,0,1,1,127,1,ai_farm
9,12353,2,Normal,39,5,5,5,0,27,35,2,2,25,0,2,2,2,6,3,15,0,3,0,0,140,19,26,0,1,1,129,1,ai_farm
9,12353,2,Normal,30,4,4,4,0,35,35,2,2,20,0,2,2,1,2,3,15,1,3,0,0,112,16,16,0,1,1,130,1,ai_farm
9,12353,2,Normal,30,2,2,2,0,35,35,2,2,10,0,2,2,2,1,3,13,0,0,0,0,56,0,13,0,1,1,130,1,ai_farm
9,12353,2,Normal,37,7,7,7,0,35,35,2,2,35,0,2,2,2,4,3,15,2,3,0,0,196,22,26,0,1,1,132,1,ai_farm
9,12353,2,Normal,26,2,2,2,0,35,35,2,2,10,0,2,2,0,2,1,15,0,2,0,0,56,0,5,0,1,1,132,1,ai_farm
9,12353,2,Normal,31,3,3,3,0,35,18,2,3,15,0,2,3,0,0,2,15,0,0,0,0,84,25,13,0,1,1,132,1,ai_farm; +1 levelup
9,12353,3,Normal,36,3,3,3,0,18,31,3,3,10,0,3,3,0,3,3,15,0,0,0,0,122,12,13,0,1,1,133,2,
9,12353,4,Normal,25,2,2,2,0,31,43,3,3,10,0,3,3,0,3,3,15,0,0,0,0,100,0,13,0,1,1,134,2,
9,12353,5,Normal,37,5,5,5,0,43,43,3,3,10,0,3,3,2,3,3,14,0,0,0,0,188,25,26,0,1,1,135,2,
9,12353,6,Normal,36,4,4,4,0,43,43,3,3,15,0,3,3,6,0,0,8,0,0,0,0,128,0,20,0,1,1,135,2,
9,12353,7,Normal,29,3,3,3,0,43,34,3,3,5,0,3,3,7,0,0,1,0,0,0,0,138,9,26,0,1,1,135,2,
9,12353,8,Normal,32,5,5,5,0,34,31,3,3,10,0,3,3,1,3,3,14,0,0,0,0,188,21,24,0,1,1,136,1,
9,12353,9,Normal,27,0,0,0,0,31,31,3,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,1,1,136,0,
9,12353,10,Normal,25,3,3,3,0,31,43,3,3,15,0,3,3,2,3,3,13,0,0,0,0,128,0,18,0,1,1,137,1,
10,12354,1,Normal,37,2,2,2,0,27,27,0,0,10,0,1,1,1,6,3,15,3,3,0,0,56,0,15,0,1,1,15,1,floor1_town
10,12354,2,Normal,35,2,2,2,0,27,27,0,0,10,0,1,1,1,4,1,15,0,2,0,0,56,0,9,0,1,1,27,1,
10,12354,2,Normal,37,2,2,2,0,27,27,0,0,10,0,1,1,1,3,0,14,2,3,0,0,56,0,7,0,1,1,39,1,ai_farm
10,12354,2,Normal,33,6,6,6,0,27,27,0,0,30,0,1,1,2,14,3,13,1,3,0,0,168,12,29,0,1,1,75,1,ai_farm
10,12354,2,Normal,31,3,3,3,0,27,27,0,0,15,0,1,1,0,7,2,15,2,3,0,0,84,0,15,0,1,1,93,1,ai_farm
10,12354,2,Normal,33,4,4,4,0,27,27,0,0,20,0,1,1,1,8,0,15,2,3,0,0,112,0,18,0,1,1,117,1,ai_farm
10,12354,2,Normal,27,4,4,4,0,27,35,0,2,20,0,1,2,1,4,1,15,2,3,0,0,112,9,19,0,1,1,124,1,ai_farm; +1 levelup
10,12354,2,Normal,40,3,3,3,0,35,26,2,2,15,0,2,2,1,4,1,15,1,3,0,0,84,27,17,0,1,1,126,1,ai_farm
10,12354,2,Normal,33,6,6,6,0,26,21,2,2,30,0,2,2,1,4,3,14,0,0,0,0,168,23,26,0,1,1,128,1,ai_farm
10,12354,2,Normal,26,3,3,3,0,21,21,2,2,15,0,2,2,0,3,3,15,0,0,0,0,84,14,13,0,1,1,129,1,ai_farm
10,12354,2,Normal,39,0,0,0,0,21,21,2,2,0,0,2,2,0,0,0,15,0,0,0,0,0,0,0,0,1,1,129,0,ai_farm
10,12354,2,Normal,30,4,4,4,0,21,35,2,2,20,0,2,2,2,6,1,13,0,2,0,0,112,9,24,0,1,1,131,1,ai_farm
10,12354,2,Normal,31,3,3,3,0,35,35,2,2,15,0,2,2,1,3,1,14,0,3,0,0,84,9,12,0,1,1,132,1,ai_farm
