run_id,seed,floor,floor_type,steps_moved,encounters,battles,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,potion_use_count,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,notes
5,12349,1,Normal,27,2,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
5,12349,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
5,12349,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,1,Normal,35,4,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
6,12350,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
6,12350,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,1,Normal,28,8,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
7,12351,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
7,12351,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,1,Normal,36,14,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
8,12352,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
8,12352,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,1,Normal,28,2,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
9,12353,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
9,12353,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,1,Normal,37,4,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
10,12354,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
10,12354,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,1,Normal,29,6,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
11,12355,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
11,12355,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,1,Normal,38,5,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
12,12356,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
12,12356,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,1,Normal,30,5,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
13,12357,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
13,12357,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,1,Normal,38,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
14,12358,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
14,12358,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,1,Normal,31,4,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
15,12359,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
15,12359,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,1,Normal,39,7,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
16,12360,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
16,12360,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,1,Normal,31,5,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
17,12361,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
17,12361,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,1,Normal,40,6,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
18,12362,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
18,12362,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,1,Normal,32,2,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
19,12363,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
19,12363,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,1,Normal,40,3,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
20,12364,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
20,12364,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,1,Normal,33,8,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
21,12365,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,9,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
21,12365,10,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,1,Normal,25,3,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
22,12366,2,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,3,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,4,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,5,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,6,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,7,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
22,12366,8,NoPool,0,0,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
