run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,potion_use_count,dawn_chalice_use_count,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,notes
68,12412,1,Normal,18,2,2,1,0,27,0,0,0,5,0,1,1,3,0,2,3,0,0,42,27,8,1,0,0,party wiped
69,12413,1,Normal,21,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,46,27,9,1,0,0,party wiped
70,12414,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,0,27,2,1,0,0,party wiped
71,12415,1,Normal,35,3,3,3,0,27,27,0,0,15,0,1,1,5,0,0,3,0,0,84,0,13,0,1,1,
71,12415,2,Normal,25,2,2,1,0,27,0,0,0,5,0,1,1,0,2,0,1,0,0,42,27,6,1,0,0,party wiped
72,12416,1,Normal,15,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,42,27,5,1,0,0,party wiped
73,12417,1,Normal,35,2,2,2,0,27,15,0,0,10,0,1,1,2,0,3,3,0,0,56,12,8,0,1,1,
73,12417,2,Normal,12,1,1,0,0,15,0,0,0,0,0,1,1,1,0,2,3,0,0,27,15,5,1,0,0,party wiped
74,12418,1,Normal,28,4,4,3,0,27,0,0,0,15,0,1,1,5,2,0,1,0,0,93,27,18,1,0,0,party wiped
75,12419,1,Normal,36,2,2,2,0,27,15,0,0,10,0,1,1,3,0,2,3,0,0,56,12,14,0,1,1,
75,12419,2,Normal,8,2,2,1,0,15,0,0,0,5,0,1,1,2,2,0,1,0,0,46,15,8,1,0,0,party wiped
76,12420,1,Normal,11,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,42,27,4,1,0,0,party wiped
77,12421,1,Normal,37,4,4,4,0,27,23,0,0,20,0,1,1,5,2,0,1,0,0,112,4,17,0,1,1,
77,12421,2,Normal,4,1,1,0,0,23,0,0,0,0,0,1,1,0,0,0,1,0,0,23,23,2,1,0,0,party wiped
78,12422,1,Normal,11,2,2,1,0,27,0,0,0,5,0,1,1,0,0,5,3,0,0,28,27,4,1,0,0,party wiped
79,12423,1,Normal,38,3,3,3,0,27,23,0,0,15,0,1,1,5,2,0,1,0,0,84,4,15,0,1,1,
79,12423,2,Normal,4,1,1,0,0,23,0,0,0,0,0,1,1,0,1,0,0,0,0,9,23,3,1,0,0,party wiped
80,12424,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,5,0,0,3,0,0,25,27,10,1,0,0,party wiped
81,12425,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,18,27,3,1,0,0,party wiped
82,12426,1,Normal,17,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,27,27,5,1,0,0,party wiped
83,12427,1,Normal,11,3,3,2,0,27,0,0,0,10,0,1,1,3,0,2,3,0,0,79,27,13,1,0,0,party wiped
84,12428,1,Normal,15,2,2,1,0,27,0,0,0,5,0,1,1,0,0,5,3,0,0,44,27,4,1,0,0,party wiped
85,12429,1,Normal,19,2,2,1,0,27,0,0,0,5,0,1,1,3,0,2,3,0,0,37,27,9,1,0,0,party wiped
86,12430,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,37,27,5,1,0,0,party wiped
87,12431,1,Normal,24,1,1,0,0,27,0,0,0,0,0,1,1,2,0,3,3,0,0,21,27,6,1,0,0,party wiped
88,12432,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,28,27,5,1,0,0,party wiped
89,12433,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,14,27,2,1,0,0,party wiped
90,12434,1,Normal,16,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,42,27,7,1,0,0,party wiped
91,12435,1,Normal,26,2,2,2,0,27,15,0,0,10,0,1,1,1,0,4,3,0,0,56,12,7,0,1,1,
91,12435,2,Normal,1,1,1,0,0,15,0,0,0,0,0,1,1,0,0,4,3,0,0,9,15,1,1,0,0,party wiped
92,12436,1,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,2,1,0,0,party wiped
93,12437,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,0,27,2,1,0,0,party wiped
94,12438,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,18,27,3,1,0,0,party wiped
95,12439,1,Normal,25,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,0,27,2,1,0,0,party wiped
96,12440,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,0,27,3,1,0,0,party wiped
97,12441,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,18,27,4,1,0,0,party wiped
98,12442,1,Normal,36,2,2,2,0,27,27,0,0,10,0,1,1,4,0,1,3,0,0,56,0,10,0,1,1,
98,12442,2,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,3,0,0,18,27,5,1,0,0,party wiped
99,12443,1,Normal,29,3,3,3,0,27,15,0,0,15,0,1,1,2,0,3,3,0,0,84,12,9,0,1,1,
99,12443,2,Normal,26,3,3,3,0,15,23,0,0,15,0,1,1,3,2,0,1,0,0,84,-8,14,0,1,1,
99,12443,3,Normal,13,2,2,1,0,23,0,0,0,5,0,1,1,0,1,0,0,0,0,51,23,6,1,0,0,party wiped
100,12444,1,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,0,0,5,3,0,0,28,27,5,1,0,0,party wiped
101,12445,1,Normal,29,2,2,2,0,27,15,0,0,10,0,1,1,1,0,4,3,0,0,56,12,7,0,1,1,
101,12445,2,Normal,20,1,1,0,0,15,0,0,0,0,0,1,1,2,0,2,3,0,0,27,15,7,1,0,0,party wiped
102,12446,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,23,27,3,1,0,0,party wiped
103,12447,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,5,1,0,2,0,0,37,27,13,1,0,0,party wiped
104,12448,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,14,27,2,1,0,0,party wiped
105,12449,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,9,27,2,1,0,0,party wiped
106,12450,1,Normal,26,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,44,27,7,1,0,0,party wiped
107,12451,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,23,27,3,1,0,0,party wiped
108,12452,1,Normal,40,4,4,4,0,27,6,0,0,20,0,1,1,5,3,0,0,0,0,112,21,19,0,1,1,
108,12452,2,Normal,36,2,2,0,2,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,flee×2
108,12452,3,Normal,15,3,3,0,2,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,1,0,0,party wiped; flee×2
109,12453,1,Normal,21,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,14,27,2,1,0,0,party wiped
110,12454,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,4,0,1,3,0,0,18,27,8,1,0,0,party wiped
111,12455,1,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,2,1,0,0,party wiped
112,12456,1,Normal,25,2,2,2,0,27,27,0,0,10,0,1,1,4,0,1,3,0,0,56,0,11,0,1,1,
112,12456,2,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,0,0,1,3,0,0,9,27,2,1,0,0,party wiped
113,12457,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,3,0,2,3,0,0,51,27,9,1,0,0,party wiped
114,12458,1,Normal,26,1,1,1,0,27,27,0,0,5,0,1,1,2,0,3,3,0,0,28,0,6,0,1,1,
114,12458,2,Normal,31,2,2,2,0,27,15,0,0,10,0,1,1,2,0,1,3,0,0,56,12,8,0,1,1,
114,12458,3,Normal,32,1,1,1,0,15,15,0,0,5,0,1,1,1,0,0,3,0,0,28,0,3,0,1,1,
114,12458,4,Normal,10,2,2,1,0,15,0,0,0,5,0,1,1,0,3,0,0,0,0,37,15,7,1,0,0,party wiped
115,12459,1,Normal,28,3,3,2,0,27,0,0,0,10,0,1,1,5,3,0,0,0,0,65,27,20,1,0,0,party wiped
116,12460,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,14,27,4,1,0,0,party wiped
117,12461,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,18,27,5,1,0,0,party wiped
118,12462,1,Normal,28,3,3,2,0,27,0,0,0,10,0,1,1,4,0,1,3,0,0,56,27,14,1,0,0,party wiped
119,12463,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,2,0,3,3,0,0,27,27,7,1,0,0,party wiped
120,12464,1,Normal,25,3,3,2,0,27,0,0,0,10,0,1,1,1,0,4,3,0,0,74,27,9,1,0,0,party wiped
121,12465,1,Normal,37,2,2,2,0,27,15,0,0,10,0,1,1,5,0,0,3,0,0,56,12,12,0,1,1,
121,12465,2,Normal,2,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,0,0,14,15,2,1,0,0,party wiped
122,12466,1,Normal,26,3,3,2,0,27,0,0,0,10,0,1,1,5,0,0,3,0,0,70,27,14,1,0,0,party wiped
123,12467,1,Normal,23,4,4,3,0,27,0,0,0,15,0,1,1,5,3,0,0,0,0,102,27,18,1,0,0,party wiped
124,12468,1,Normal,13,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,9,27,2,1,0,0,party wiped
125,12469,1,Normal,34,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,42,27,6,1,0,0,party wiped
126,12470,1,Normal,15,3,3,2,0,27,0,0,0,10,0,1,1,5,3,0,0,0,0,81,27,20,1,0,0,party wiped
127,12471,1,Normal,9,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,51,27,7,1,0,0,party wiped
128,12472,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,18,27,3,1,0,0,party wiped
129,12473,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,2,0,3,3,0,0,23,27,8,1,0,0,party wiped
130,12474,1,Normal,32,5,5,5,0,27,15,0,0,25,0,1,1,5,0,0,3,0,0,140,12,17,0,1,1,
130,12474,2,Normal,1,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,0,0,0,15,1,1,0,0,party wiped
131,12475,1,Normal,40,3,3,3,0,27,15,0,0,15,0,1,1,5,0,0,3,0,0,84,12,14,0,1,1,
131,12475,2,Normal,18,2,2,1,0,15,0,0,0,5,0,1,1,0,3,0,0,0,0,46,15,7,1,0,0,party wiped
132,12476,1,Normal,17,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,9,27,3,1,0,0,party wiped
133,12477,1,Normal,25,4,4,4,0,27,19,0,0,20,0,1,1,5,1,0,2,0,0,112,8,20,0,1,1,
133,12477,2,Normal,6,1,1,0,0,19,0,0,0,0,0,1,1,0,2,0,0,0,0,23,19,5,1,0,0,party wiped
134,12478,1,Normal,28,4,4,3,0,27,0,0,0,15,0,1,1,5,0,0,3,0,0,84,27,12,1,0,0,party wiped
135,12479,1,Normal,26,2,2,2,0,27,15,0,0,10,0,1,1,2,0,3,3,0,0,56,12,7,0,1,1,
135,12479,2,Normal,2,1,1,0,0,15,0,0,0,0,0,1,1,0,0,3,3,0,0,9,15,1,1,0,0,party wiped
136,12480,1,Normal,20,3,3,2,0,27,0,0,0,10,0,1,1,2,0,3,3,0,0,74,27,10,1,0,0,party wiped
137,12481,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,3,0,2,3,0,0,18,27,6,1,0,0,party wiped
138,12482,1,Normal,21,2,2,1,0,27,0,0,0,5,0,1,1,4,0,1,3,0,0,37,27,9,1,0,0,party wiped
139,12483,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,28,27,6,1,0,0,party wiped
140,12484,1,Normal,21,2,2,1,0,27,0,0,0,5,0,1,1,3,0,2,3,0,0,55,27,9,1,0,0,party wiped
141,12485,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,9,27,3,1,0,0,party wiped
142,12486,1,Normal,21,3,3,2,0,27,0,0,0,10,0,1,1,1,0,4,3,0,0,83,27,9,1,0,0,party wiped
143,12487,1,Normal,22,4,4,3,0,27,0,0,0,15,0,1,1,5,2,0,1,0,0,93,27,20,1,0,0,party wiped
144,12488,1,Normal,37,3,3,3,0,27,14,0,0,15,0,1,1,5,2,0,1,0,0,84,13,15,0,1,1,
144,12488,2,Normal,1,1,1,0,0,14,0,0,0,0,0,1,1,0,0,0,1,0,0,9,14,1,1,0,0,party wiped
145,12489,1,Normal,20,3,3,2,0,27,0,0,0,10,0,1,1,3,0,2,3,0,0,79,27,9,1,0,0,party wiped
146,12490,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,3,1,0,0,party wiped
147,12491,1,Normal,30,1,1,1,0,27,15,0,0,5,0,1,1,2,0,3,3,0,0,28,12,5,0,1,1,
147,12491,2,Normal,2,1,1,0,0,15,0,0,0,0,0,1,1,0,0,3,3,0,0,14,15,1,1,0,0,party wiped
148,12492,1,Normal,26,4,4,3,0,27,0,0,0,15,0,1,1,5,1,0,2,0,0,102,27,20,1,0,0,party wiped
149,12493,1,Normal,9,2,2,1,0,27,0,0,0,5,0,1,1,3,0,2,3,0,0,51,27,9,1,0,0,party wiped
150,12494,1,Normal,10,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,37,27,7,1,0,0,party wiped
151,12495,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,0,27,4,1,0,0,party wiped
152,12496,1,Normal,12,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,9,27,3,1,0,0,party wiped
153,12497,1,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,3,0,2,3,0,0,42,27,11,1,0,0,party wiped
154,12498,1,Normal,22,2,2,1,0,27,0,0,0,5,0,1,1,4,0,1,3,0,0,42,27,11,1,0,0,party wiped
155,12499,1,Normal,12,1,1,0,0,27,0,0,0,0,0,1,1,1,0,4,3,0,0,9,27,4,1,0,0,party wiped
156,12500,1,Normal,25,2,2,2,0,27,15,0,0,10,0,1,1,2,0,3,3,0,0,56,12,8,0,1,1,
156,12500,2,Normal,19,3,3,2,0,15,0,0,0,10,0,1,1,3,3,0,0,0,0,65,15,15,1,0,0,party wiped
157,12501,1,Normal,34,2,2,2,0,27,27,0,0,10,0,1,1,3,0,2,3,0,0,56,0,10,0,1,1,
157,12501,2,Normal,18,1,1,0,0,27,0,0,0,0,0,1,1,0,0,2,3,0,0,14,27,2,1,0,0,party wiped
158,12502,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,51,27,10,1,0,0,party wiped
159,12503,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,9,27,2,1,0,0,party wiped
160,12504,1,Normal,27,2,2,2,0,27,27,0,0,10,0,1,1,5,0,0,3,0,0,56,0,11,0,1,1,
160,12504,2,Normal,13,1,1,0,0,27,0,0,0,0,0,1,1,0,1,0,2,0,0,18,27,3,1,0,0,party wiped
161,12505,1,Normal,9,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,42,27,7,1,0,0,party wiped
162,12506,1,Normal,11,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,9,27,2,1,0,0,party wiped
163,12507,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,2,0,3,3,0,0,51,27,7,1,0,0,party wiped
164,12508,1,Normal,28,0,0,0,0,27,27,0,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,1,1,
